track_name,track_artist,track_popularity,track_album_name,track_album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,release_month,release_day
Troublesome '96,2Pac,50,Greatest Hits,1998-01-01,0.865,0.924,1,-3.489,1,0.226,0.145,4.43e-05,0.383,0.557,97.523,277267,1998,1,1
Something in My Heart,Michel'le,50,Michel'le,1989-04-18,0.698,0.434,8,-12.892,0,0.0272,0.166,0.000566,0.0658,0.386,130.295,353000,1989,4,18
Games,Chris River,50,Games,2019-12-13,0.795,0.482,4,-10.038,0,0.0399,0.0324,2.96e-05,0.14,0.439,123.983,150968,2019,12,13
Quisiera Ser Alcohol,Caifanes,50,El Nervio Del Volcan,1994-06-15,0.614,0.319,11,-14.196,0,0.0282,0.0937,0.0,0.116,0.259,98.803,311133,1994,6,15
Pass Me Da Green,Master P,50,Ghetto D,1997-06-27,0.645,0.458,1,-8.064,1,0.176,0.000506,0.0,0.108,0.207,145.963,185467,1997,6,27
Maria Gasolina,MC Hariel,50,Maria Gasolina,2019-06-19,0.774,0.683,10,-4.416,0,0.233,0.133,0.0,0.0807,0.457,149.938,205800,2019,6,19
No Todavía,Kenny Man,50,No Todavía,2019-03-22,0.769,0.881,0,-3.896,1,0.0406,0.467,2.09e-05,0.121,0.805,103.048,220707,2019,3,22
Dreaming,Dynoro,50,Dreaming,2017-02-24,0.721,0.789,6,-6.766,0,0.247,0.013,0.00212,0.261,0.15,127.973,231139,2017,2,24
Apple Pie,Lizzy McAlpine,50,Apple Pie,2019-12-19,0.594,0.315,10,-9.919,1,0.0327,0.846,1.31e-05,0.122,0.345,89.675,259167,2019,12,19
Cuéntale - Remastered 2016,Don Omar,50,King Of Kings 10th Anniversary (Remastered),2016-11-11,0.578,0.94,9,-2.751,1,0.188,0.121,0.000261,0.258,0.609,89.805,261307,2016,11,11
McDonalds Rich,SAINt JHN,50,McDonalds Rich,2018-10-17,0.854,0.805,1,-5.796,1,0.24,0.0921,5.18e-05,0.114,0.814,156.011,172706,2018,10,17
Sumô,Jé Santiago,50,Sumô,2019-11-18,0.909,0.538,10,-10.117,0,0.0456,0.471,0.00233,0.11,0.74,111.958,150674,2019,11,18
Damn! - Club Mix,Youngbloodz,50,Drankin' Patnaz,2003-07-25,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,298600,2003,7,25
Childish Dreams,Misc.Inc,50,Childish Dreams,2018-11-02,0.621,0.152,9,-17.086,0,0.135,0.671,0.866,0.0725,0.0876,171.955,133953,2018,11,2
Ignorance - Acoustic,Paramore,50,Ignorance,2009-09-04,0.719,0.609,11,-5.648,0,0.0382,0.0674,0.0,0.117,0.836,85.456,220840,2009,9,4
You're Not Alone (feat. Kiiara),Don Diablo,50,You're Not Alone (feat. Kiiara),2019-01-31,0.445,0.803,11,-4.055,0,0.0964,0.204,0.00147,0.066,0.4,123.502,187742,2019,1,31
Pick You Up (feat. Penny F),Redondo,50,Pick You Up (feat. Penny F),2019-08-02,0.592,0.762,1,-6.601,0,0.0686,0.00463,0.157,0.349,0.432,124.968,199750,2019,8,2
All the Rage Back Home,Interpol,50,El Pintor,2014-09-08,0.293,0.91,7,-5.752,1,0.0586,4.12e-05,0.555,0.278,0.35,84.491,262427,2014,9,8
DaNcing in a RoOm,EZI,50,AFRAID OF THE DARK EP,2018-01-12,0.717,0.614,9,-5.043,0,0.053,0.0906,9.51e-06,0.115,0.382,112.01,208606,2018,1,12
Murder,Mako,50,Murder,2018-06-22,0.64,0.646,5,-6.161,0,0.13,0.276,0.0,0.126,0.37,97.864,189185,2018,6,22
Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,50,Walking Off the Buzz,1999-04-27,0.637,0.846,1,-3.663,1,0.0346,0.0437,0.0,0.105,0.634,103.119,208493,1999,4,27
BLOCC IS HOT,NLE Choppa,50,BLOCC IS HOT,2019-05-03,0.753,0.872,11,-5.392,0,0.332,0.301,0.0,0.136,0.85,166.055,188234,2019,5,3
Lo Que Sangra (La Cúpula) - Remasterizado 2007,Soda Stereo,50,El Ultimo Concierto A,1997-10-09,0.381,0.87,0,-5.804,1,0.042,0.0302,0.00973,0.818,0.634,102.931,316827,1997,10,9
Club Foot,Kasabian,50,Kasabian/Empire,2004-10-11,0.426,0.916,0,-6.861,1,0.0638,0.0224,1.37e-05,0.093,0.112,102.297,215360,2004,10,11
Cold Ain't For Me,Oceans,50,Cold Ain't For Me,2016-08-26,0.643,0.84,7,-3.423,1,0.031,0.00212,0.0,0.391,0.356,105.027,205812,2016,8,26
Thick (feat. 2 Chainz),O.T. Genasis,50,Coke N Butter,2016-11-11,0.838,0.798,9,-4.938,1,0.0831,0.00749,0.0,0.0433,0.585,155.968,210216,2016,11,11
Sucrilhos,WIU,50,Sucrilhos,2019-07-26,0.784,0.739,10,-5.434,0,0.0523,0.492,0.0,0.153,0.411,130.039,219692,2019,7,26
Da' Dip,Freak Nasty,50,Controversee…That's Life…and That's the Way It Is,1996-10-29,0.953,0.428,8,-17.199,1,0.298,0.0079,0.0302,0.224,0.723,131.737,237000,1996,10,29
EDM O' CLOCK,TV Noise,50,EDM O' CLOCK,2019-02-27,0.805,0.895,1,-3.527,1,0.109,0.00159,0.124,0.44,0.196,126.042,148571,2019,2,27
They Know,HUGEL,50,They Know,2019-12-20,0.873,0.867,2,-5.392,1,0.144,0.0259,0.0622,0.461,0.641,126.054,179406,2019,12,20
Beggars,Krewella,50,Ammunition,2016-05-20,0.528,0.939,3,-2.463,0,0.0987,0.00566,0.0,0.0982,0.402,150.093,227880,2016,5,20
Beige,Yoke Lore,50,Goodpain,2017-06-16,0.47,0.67,10,-7.526,1,0.0783,0.393,0.041,0.117,0.219,83.856,204213,2017,6,16
she,Hayley Kiyoko,50,I'm Too Sensitive For This Shit,2020-01-13,0.754,0.654,8,-5.291,1,0.0331,0.00158,0.035,0.137,0.627,95.987,191176,2020,1,13
L.A. Story (feat. Mike Posner),Sammy Adams,50,L.A. Story (feat. Mike Posner),2013-05-28,0.593,0.872,1,-4.525,0,0.0959,0.0784,0.0,0.286,0.523,91.964,208000,2013,5,28
Good Vibes Soldier (feat. Head Quattaz),KSHMR,50,Good Vibes Soldier (feat. Head Quattaz),2018-08-24,0.771,0.849,8,-4.078,1,0.169,0.0707,0.0,0.585,0.52,129.973,191908,2018,8,24
Fun,Kaskade,50,Redux 003,2019-05-10,0.839,0.922,0,-3.166,1,0.0568,0.0215,0.00936,0.0548,0.328,122.986,174705,2019,5,10
Lucretia My Reflection - Vinyl Version,Sisters of Mercy,50,Floodland,1987-02-22,0.601,0.768,9,-8.718,1,0.0329,0.0785,0.712,0.0771,0.887,130.342,295250,1987,2,22
Enjoy The Silence - 2006 Remastered Version,Depeche Mode,50,Violator (2006 Remastered Edition),1990-03-19,0.381,0.589,0,-11.967,0,0.032,0.347,0.0152,0.127,0.225,112.969,372813,1990,3,19
Crazy in Love - Electro Swing Version,Swing Republic,50,Crazy in Love,2012-03-11,0.612,0.719,7,-6.451,1,0.287,0.542,7.76e-06,0.0424,0.893,201.978,234734,2012,3,11
Empires,The Electric Swing Circus,50,It Flew By,2017-01-16,0.816,0.761,2,-3.941,0,0.0368,0.264,1.86e-06,0.0995,0.827,120.008,190509,2017,1,16
Carluccio,Loyle Carner,50,"Not Waving, But Drowning",2019-04-19,0.774,0.782,6,-4.906,0,0.14,0.623,0.19,0.121,0.665,90.831,191782,2019,4,19
Dissolve Me,alt-J,50,An Awesome Wave,2012-05-28,0.39,0.618,2,-8.14,1,0.0409,0.0914,0.0594,0.0835,0.115,105.585,239013,2012,5,28
Clocks - Radio Edit,Stream,50,Clocks (Radio Edit),2019-10-25,0.561,0.913,7,-5.362,0,0.0318,0.00987,1.7e-05,0.179,0.277,124.99,185598,2019,10,25
Above Water,Manu Crooks,50,Above Water,2019-10-11,0.723,0.554,1,-7.012,1,0.356,0.00819,0.000131,0.106,0.102,168.119,151429,2019,10,11
No Le Temas a el Beat,Trebol Clan,50,The Kings Of The Beat,2004-11-23,0.672,0.54,9,-8.096,0,0.063,0.0192,0.815,0.19,0.208,172.013,215440,2004,11,23
Faded Pictures - From The Rush Hour Soundtrack,Case,50,Best Of,2014-05-27,0.708,0.511,1,-7.437,0,0.163,0.106,4.5e-06,0.235,0.613,82.023,230867,2014,5,27
Hidden T,Enrico Sangiuliano,50,Biomorph,2018-06-01,0.688,0.678,7,-10.087,1,0.0499,0.0132,0.864,0.0823,0.157,126.012,468822,2018,6,1
Krispy,Loyle Carner,50,"Not Waving, But Drowning",2019-04-19,0.775,0.298,7,-13.01,1,0.314,0.913,0.00626,0.108,0.139,89.975,221092,2019,4,19
Choke,Team Mati,50,Choke,2020-01-10,0.864,0.708,0,-7.897,1,0.0575,0.0969,0.00292,0.0905,0.716,125.027,168720,2020,1,10
Go to Sleep,John De Sohn,50,Go to Sleep,2018-04-06,0.583,0.738,7,-5.209,1,0.0402,0.311,0.0,0.148,0.523,113.978,192084,2018,4,6
Breathe,Fabolous,50,Rhino Hi-Five: Fabolous,2007-04-24,0.713,0.91,10,-5.586,0,0.282,0.34,0.0,0.304,0.51,83.028,268960,2007,4,24
MOSHI,Pegboard Nerds,50,MOSHI,2019-07-11,0.694,0.972,6,-1.427,0,0.0968,0.00166,0.878,0.291,0.248,128.046,214998,2019,7,11
Blow Job,UCLÃ,50,Blow Job,2019-12-26,0.93,0.638,1,-5.775,1,0.0821,0.0299,0.0,0.0942,0.434,120.055,236008,2019,12,26
Don't Stop Believin',Leontine,50,Don't Stop Believin',2019-12-27,0.649,0.816,6,-7.034,1,0.0432,0.0137,0.000204,0.328,0.253,134.989,176000,2019,12,27
Coming Home,Dubdogz,50,Coming Home,2018-12-21,0.642,0.807,11,-6.413,0,0.0878,0.0538,0.000382,0.316,0.503,123.97,179815,2018,12,21
Top of the World (feat. Mase),Brandy,50,Never Say Never,1998-05-29,0.839,0.621,1,-5.739,1,0.132,0.00301,0.0314,0.105,0.855,98.015,281507,1998,5,29
Milano Step (Lamin X Artigeardit),Lamin,50,Milano Step (Lamin X Artigeardit),2020-01-10,0.888,0.577,4,-7.865,0,0.262,0.101,0.0,0.279,0.477,130.081,175383,2020,1,10
Segundo Andar,Kiaz,50,Segundo Andar,2019-11-01,0.81,0.336,9,-14.252,0,0.189,0.203,0.0,0.0746,0.409,130.028,234462,2019,11,1
Alive,Dabin,50,Wild Youth,2019-03-22,0.377,0.566,11,-6.173,1,0.044,0.134,0.0,0.135,0.222,154.875,365419,2019,3,22
Be Okay,Jordan Fisher,50,Be Okay,2019-11-22,0.626,0.598,1,-7.15,1,0.0622,0.056,0.0,0.164,0.472,75.943,188341,2019,11,22
Are 'Friends' Electric?,Tubeway Army,50,Replicas (Remastered),1979-06-22,0.423,0.743,5,-9.797,1,0.0379,0.0304,0.161,0.204,0.417,93.897,325200,1979,6,22
Mambo Rap,Parov Stelar,50,Mambo Rap,2018-07-27,0.94,0.837,9,-4.143,0,0.146,0.079,2.63e-05,0.135,0.924,119.985,203946,2018,7,27
México Lindo y Bandido,Cartel De Santa,50,Volumen Prohibido,2007-02-24,0.859,0.457,9,-7.75,0,0.104,0.262,0.0101,0.0941,0.839,95.018,189667,2007,2,24
"Okay,ButThisIsTheLastTime",BONES,50,Frayed,2015-09-26,0.599,0.244,1,-15.011,1,0.145,0.111,0.164,0.101,0.051,199.932,123064,2015,9,26
Return Of The Tres,Delinquent Habits,50,Merry Go Round,2001-01-01,0.725,0.808,2,-6.843,1,0.0864,0.000101,0.000976,0.0893,0.539,100.578,254640,2001,1,1
Pa Bajarte el Calentamiento,Jadiel el Incomparable,50,Lo Mejor de Mi,2016-11-21,0.796,0.757,5,-5.799,0,0.157,0.31,0.0,0.297,0.611,95.991,218410,2016,11,21
Can't Lose,DISTO,50,Can't Lose,2019-06-21,0.499,0.899,4,-3.734,0,0.307,0.182,2.15e-06,0.126,0.188,154.849,162975,2019,6,21
Tep Tep,Baauer,50,Tep Tep,2018-12-13,0.506,0.49,8,-8.411,1,0.126,0.198,0.448,0.101,0.12,147.879,194625,2018,12,13
Rhythm Nation,Janet Jackson,50,Rhythm Nation 1814,1989-09-19,0.633,0.931,1,-7.752,1,0.0686,0.0504,0.109,0.375,0.676,109.116,330933,1989,9,19
No Strings Attached,SWACQ,50,No Strings Attached,2019-08-23,0.696,0.945,2,-5.151,1,0.0868,0.0508,0.84,0.115,0.164,124.001,181935,2019,8,23
Before Paris,Tom Misch,50,Geography,2018-04-06,0.714,0.373,6,-12.269,0,0.234,0.711,0.0373,0.134,0.082,103.967,149811,2018,4,6
Cuba,Theophilus London,50,Cuba,2019-12-05,0.658,0.636,11,-7.317,1,0.0669,0.215,0.0,0.0974,0.47,103.055,163799,2019,12,5
Shadow of the Day,Linkin Park,50,Minutes to Midnight,2007-05-14,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360,2007,5,14
Matrix,W&W,50,Matrix,2019-03-25,0.59,0.9,8,-4.024,1,0.156,0.0157,0.46,0.205,0.188,137.774,256848,2019,3,25
100 Grados (feat. A.CHAL),Lali,50,Brava,2018-08-10,0.729,0.816,7,-4.551,1,0.129,0.0317,0.000495,0.231,0.288,100.052,204728,2018,8,10
Long Way Home,Tritonal,50,Long Way Home,2020-01-17,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,214154,2020,1,17
Life,Noise Cans,50,Life,2019-06-27,0.664,0.927,8,-3.498,0,0.14,0.0559,2.66e-05,0.103,0.874,160.042,208074,2019,6,27
La Vida Es Una Sola,Nacho,50,La Vida Es Una Sola,2019-08-09,0.852,0.84,0,-3.977,1,0.0848,0.101,0.0,0.0348,0.393,106.007,222693,2019,8,9
Space Age Love Song,A Flock Of Seagulls,50,We Are The '80s,1981-12-07,0.447,0.744,2,-4.613,1,0.0311,3.62e-05,0.106,0.21,0.552,139.959,226693,1981,12,7
Carnavalera,Bomba Estéreo,50,Carnavalera,2019-03-29,0.704,0.684,7,-8.535,1,0.131,0.0284,1.17e-05,0.215,0.35,134.041,227984,2019,3,29
All For You,Night Riots,50,Love Gloom,2017-03-07,0.475,0.881,2,-3.207,1,0.0573,0.0103,2.54e-06,0.074,0.426,140.912,235334,2017,3,7
About The Distance,Flitz&Suppe,50,Chillhop Daydreams,2018-08-08,0.688,0.177,8,-14.061,0,0.0507,0.454,0.626,0.376,0.316,79.994,192000,2018,8,8
"Or Nah (feat. Wiz Khalifa) - Live at the Village, Los Angeles, CA",Ty Dolla $ign,50,Spotify Session,2016-02-19,0.703,0.423,8,-8.589,0,0.0406,0.0385,0.0,0.0476,0.265,121.991,263142,2016,2,19
"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",Snoop Dogg,50,"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",2019-08-14,0.837,0.66,4,-5.961,0,0.0866,0.0159,2.21e-05,0.115,0.55,94.203,233849,2019,8,14
I Like This F’n Song,Deorro,50,I Like This F’n Song,2020-01-17,0.613,0.884,1,-6.213,0,0.036,0.00168,0.837,0.258,0.111,140.009,193821,2020,1,17
I Swear This Time I Mean It,Mayday Parade,50,Anywhere But Here,2009-10-05,0.423,0.548,7,-6.742,1,0.0278,0.426,0.0,0.0781,0.398,141.062,241107,2009,10,5
Oldskool,Julian Jordan,50,Oldskool,2019-05-10,0.655,0.976,10,-4.971,0,0.0485,0.0045,0.688,0.178,0.0729,126.032,161642,2019,5,10
Descara,Yomo,49,My Destiny,2008-11-11,0.864,0.826,8,-5.64,0,0.209,0.251,3.85e-05,0.465,0.617,90.031,288288,2008,11,11
Nightmare Choir (I Been Asleep Too Long),$uicideBoy$,49,KILL YOURSELF Part XI: The Kingdom Come Saga,2017-05-22,0.777,0.902,1,-3.915,1,0.349,0.0905,0.0,0.275,0.462,129.985,134844,2017,5,22
Una Nueva Canción (feat. Kike Pavón),Alex Zurdo,49,Una Nueva Canción (feat. Kike Pavón),2017-04-06,0.708,0.845,0,-3.332,1,0.139,0.218,0.0,0.19,0.565,91.996,222507,2017,4,6
Bailando Fue,Randy,49,Bailando Fue,2018-05-04,0.742,0.878,0,-6.111,0,0.0453,0.0244,0.0,0.0926,0.395,106.015,261408,2018,5,4
Nudies,24hrs,49,World on Fire,2019-10-18,0.753,0.635,5,-5.34,1,0.101,0.0615,1.2e-06,0.122,0.542,161.977,165894,2019,10,18
Jungle,H.E.R.,49,H.E.R. Volume 1,2016-09-09,0.653,0.265,4,-12.324,0,0.0709,0.702,0.000215,0.0963,0.367,99.732,304653,2016,9,9
Quando Te Vejo no Baile,BlakkStar,49,Quando Te Vejo no Baile,2019-08-30,0.748,0.208,0,-16.352,0,0.0862,0.611,1.97e-06,0.0958,0.487,107.033,203920,2019,8,30
No One Knows,Brent Faiyaz,49,A.M. Paradox,2016-09-20,0.6,0.619,9,-9.709,0,0.202,0.36,4.31e-05,0.106,0.308,103.908,271246,2016,9,20
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,49,The Best Man Holiday: Original Motion Picture Soundtrack,2013-10-25,0.679,0.759,1,-5.208,1,0.129,0.0348,0.0,0.0663,0.333,87.618,144453,2013,10,25
"Chico, Qué Te Pasa?",Pekeño 77,49,EP3: Conocí La Muerte y No Era Tan Mala,2019-12-13,0.838,0.291,2,-9.485,1,0.14,0.0306,7.97e-06,0.107,0.348,130.227,125174,2019,12,13
Miss Macross,Macross 82-99,49,CHAM!,2015-10-21,0.594,0.77,11,-6.79,0,0.183,0.000138,0.512,0.315,0.532,127.911,149062,2015,10,21
No More Rain (In This Cloud),Angie Stone,49,Black Diamond,1999-09-27,0.698,0.662,10,-7.997,1,0.087,0.564,1.38e-06,0.0875,0.81,141.639,283701,1999,9,27
Believe I'm Leaving,Egzod,49,Believe I'm Leaving,2019-09-19,0.467,0.796,7,-3.487,1,0.048,0.144,0.0,0.116,0.236,77.962,164712,2019,9,19
Lifetime,Maxwell,49,Now,2001-08-14,0.695,0.454,9,-7.267,1,0.0788,0.307,4.6e-06,0.0727,0.496,127.986,329413,2001,8,14
Los Que Son,Jamby el Favo,49,Los Que Son,2019-08-16,0.584,0.485,1,-9.608,1,0.253,0.524,0.0,0.135,0.405,138.767,166080,2019,8,16
Lotta Love,Nicolette Larson,49,Nicolette,1978-05-15,0.646,0.406,5,-15.616,0,0.0264,0.159,0.00114,0.27,0.895,113.708,191773,1978,5,15
Miss You Much,Janet Jackson,49,Rhythm Nation 1814,1989-09-19,0.702,0.975,6,-7.968,0,0.0396,0.0305,0.000134,0.165,0.646,115.185,252333,1989,9,19
Veneno,BB Nobre,49,Por Fin - EP,2019-11-22,0.779,0.821,2,-2.823,1,0.0568,0.246,0.0,0.162,0.224,95.982,172146,2019,11,22
Pull Up,MEMBA,49,Pull Up,2017-04-10,0.737,0.805,7,-6.106,0,0.213,0.122,0.000148,0.259,0.672,89.006,216698,2017,4,10
Hard to Say I'm Sorry / Get Away - 2005 Remaster,Chicago,49,Love Songs,2005-01-25,0.391,0.543,4,-7.765,1,0.0371,0.137,0.000364,0.0856,0.238,144.552,305960,2005,1,25
Red Eye (feat. WSTRN & Lil Baby),The Plug,49,Plug Talk,2019-07-05,0.694,0.591,2,-6.873,1,0.109,0.0102,0.00017,0.161,0.0655,140.012,281152,2019,7,5
Surprise,Leozin,49,Surprise,2019-08-06,0.877,0.452,1,-9.554,1,0.147,0.11,0.0,0.0849,0.423,120.069,184034,2019,8,6
Introducing Me,Nick Jonas,49,Camp Rock 2: The Final Jam,2010-01-01,0.509,0.495,11,-6.073,1,0.0515,0.491,0.0,0.0773,0.684,112.893,187627,2010,1,1
Meu baile,Papatinho,49,Meu baile,2018-08-24,0.836,0.589,8,-5.724,1,0.0537,0.268,6.27e-06,0.127,0.794,129.961,204208,2018,8,24
Twenty One,Greyson Chance,49,Twenty One,2018-12-07,0.73,0.501,5,-8.001,0,0.497,0.286,0.0,0.486,0.429,93.82,192766,2018,12,7
Eso Ehh..!!!,Alexis y Fido,49,The Pitbulls,2005-11-15,0.908,0.81,1,-6.753,0,0.132,0.347,3.49e-05,0.268,0.76,95.006,195200,2005,11,15
Kom Bij Mij,Hansie,49,Kom Bij Mij,2018-05-25,0.495,0.722,1,-5.115,1,0.413,0.309,0.0,0.14,0.596,189.812,186642,2018,5,25
Another Sad Love Song,Toni Braxton,49,Toni Braxton,1993-07-13,0.78,0.71,2,-7.429,1,0.0479,0.0143,3.49e-05,0.0366,0.858,96.067,301560,1993,7,13
Paradise (feat. Badbadnotgood & Sean Leon),Daniel Caesar,49,Pilgrim's Paradise,2015-11-12,0.437,0.792,8,-6.792,1,0.0354,0.0574,1.46e-06,0.22,0.402,83.961,266470,2015,11,12
Goosebumps,$uicideBoy$,49,Radical $uicide,2016-07-22,0.89,0.74,1,-4.303,1,0.223,0.318,1.17e-05,0.244,0.436,130.012,112500,2016,7,22
Looks,Steve Lacy,49,Steve Lacy's Demo,2017-02-24,0.753,0.704,5,-5.562,1,0.0843,0.259,0.143,0.103,0.8,93.951,91465,2017,2,24
Permitame,Tony Dize,49,Latin Party,2012-01-01,0.617,0.66,8,-7.192,1,0.171,0.0303,0.0,0.102,0.895,214.017,186987,2012,1,1
Only Everything,Quinn Lewis,49,Only Everything,2019-04-26,0.521,0.566,2,-7.648,1,0.0454,0.212,0.0,0.109,0.387,87.753,172163,2019,4,26
Return of the Mack - C&J Extended Mix,Mark Morrison,49,Return Of The Mack (/Trippin'),1997-08-19,0.762,0.802,0,-7.363,1,0.0892,0.00723,1.01e-05,0.313,0.413,95.426,441507,1997,8,19
Demasiado Loca,Sak Noel,49,Demasiado Loca,2019-01-25,0.737,0.932,4,-4.206,0,0.0633,0.0101,0.000124,0.326,0.867,106.059,186067,2019,1,25
Mr. Williams (feat. THEMXXNLIGHT & Curren$y) / Where is the Love,Wiz Khalifa,49,Rolling Papers 2,2018-07-13,0.586,0.699,11,-7.049,0,0.261,0.0729,0.0,0.211,0.299,123.991,399725,2018,7,13
Suave,Tabitha,49,"Hsmn, Pt. 1- Single",2019-09-20,0.793,0.744,1,-3.966,0,0.0993,0.00901,0.0204,0.258,0.718,98.001,177377,2019,9,20
U Got the Look,Prince,49,"Sign ""O"" the Times",1987-03-30,0.832,0.453,9,-15.012,1,0.0618,0.172,2.27e-05,0.0549,0.783,122.363,227707,1987,3,30
Sea of Love - 2006 Remaster,The Honeydrippers,49,"The Honeydrippers, Vol. 1 [Expanded]",1984-02-09,0.422,0.411,7,-9.004,1,0.0257,0.111,0.00113,0.324,0.393,82.737,183880,1984,2,9
Hendrix,Wyclef Jean,49,J'ouvert (Deluxe Edition),2017-02-03,0.689,0.531,0,-7.333,0,0.239,0.0191,0.0,0.0889,0.366,139.873,207684,2017,2,3
Blackmage,Ghostemane,49,Blackmage,2016-07-03,0.37,0.856,7,-5.489,1,0.401,0.403,0.00967,0.18,0.0755,79.382,236301,2016,7,3
Until the Light Takes Us,Ghostemane,49,Plagues,2016-11-14,0.816,0.62,11,-7.804,1,0.51,0.255,1.09e-05,0.251,0.265,144.981,184733,2016,11,14
CASH,BROCKHAMPTON,49,SATURATION,2017-06-09,0.611,0.795,0,-8.59,0,0.0485,0.184,0.0313,0.321,0.396,75.015,195200,2017,6,9
As Above so Look out Below,Ghostemane,49,Blackmage,2016-07-03,0.713,0.839,4,-6.377,0,0.349,0.00417,0.706,0.106,0.0369,150.004,149230,2016,7,3
Kaputt,Destroyer,49,Kaputt,2011-01-25,0.647,0.721,4,-8.918,1,0.0341,0.0755,0.121,0.169,0.546,109.967,377973,2011,1,25
"Cuba Isla Bella (feat. Gente de Zona, Leoni Torres, Isaac Delgado, Buena Fe, Descemer Bueno, Laritza Bacallao, Waldo Mendoza & Pedrito Martinez)",Orishas,49,"Cuba Isla Bella (feat. Gente de Zona, Leoni Torres, Isaac Delgado, Buena Fe, Descemer Bueno, Laritza Bacallao, Waldo Mendoza & Pedrito Martinez)",2016-06-17,0.674,0.812,11,-5.928,0,0.175,0.281,0.0,0.13,0.702,120.15,284266,2016,6,17
Es Tu Mirada - Remasterizado,Leoni Torres,49,The Real Cuban Music (Remasterizado),2018-02-23,0.79,0.89,0,-5.238,0,0.0729,0.569,2.71e-05,0.114,0.795,95.088,235213,2018,2,23
Guerra y Hambre,Midel,49,Guerra y Hambre,2019-11-26,0.6,0.799,10,-4.624,0,0.0461,0.282,0.0,0.0968,0.558,177.079,138462,2019,11,26
In My Pocket,Pimp C,49,Pimp C Presents: Ghetto Stories,2003-01-01,0.771,0.745,8,-4.337,1,0.152,0.0172,0.0,0.0875,0.713,155.967,259733,2003,1,1
La Fortuna (feat. Tommy Torres),Diana Fuentes,49,Libre,2019-04-12,0.812,0.549,3,-7.285,1,0.0625,0.589,3.44e-05,0.0978,0.668,79.97,208611,2019,4,12
Smile,R5,49,Sometime Last Night (Special Edition),2015-01-01,0.61,0.789,1,-5.485,0,0.0378,0.00221,0.0,0.122,0.57,92.021,201533,2015,1,1
GERONIMO (feat. Ace Hood),BLVK JVCK,49,GERONIMO (feat. Ace Hood),2019-05-03,0.723,0.912,9,-5.103,1,0.329,0.0358,0.00114,0.218,0.475,145.356,143172,2019,5,3
Ponte Pa' Mi (feat. Eladio Carrion),Neo Pistea,49,Ponte Pa' Mi (feat. Eladio Carrion),2018-11-29,0.717,0.567,8,-6.191,0,0.0608,0.732,0.0,0.103,0.809,140.018,178422,2018,11,29
Vamo´ a la calle,Carlos Baute,49,Vamo´ a la calle,2017-06-16,0.698,0.838,11,-6.375,1,0.0486,0.0739,0.0,0.0576,0.856,103.005,197417,2017,6,16
Hourglass,Hex Cougar,49,Hourglass,2019-11-14,0.545,0.862,2,-4.686,1,0.42,0.0155,0.00319,0.363,0.678,164.93,212637,2019,11,14
"How to Save a Life - Live in Nashville, TN - December 2006",The Fray,49,Acoustic In Nashville - Bootleg No. 2,2007-11-13,0.328,0.502,10,-5.914,1,0.0329,0.767,0.0,0.759,0.248,123.745,269947,2007,11,13
Dreamin' (feat. Fiora),Seven Lions,49,Dreamin' (feat. Fiora),2018-07-13,0.37,0.746,8,-5.199,1,0.0347,0.358,3.29e-05,0.12,0.199,150.082,320166,2018,7,13
Kuaga (Lost Time) (Radio Edit),Pierce Fulton,49,Kuaga (Lost Time) (Radio Edit),2015-05-16,0.602,0.97,1,-3.994,1,0.125,0.105,0.0053,0.201,0.364,127.953,177415,2015,5,16
Gemini,Sponge Cola,49,Palabas & Transit Collection,2013-07-10,0.414,0.525,6,-7.549,1,0.0292,0.506,0.000332,0.132,0.177,148.283,212693,2013,7,10
La Vida Me Hizo Cabron,C-Kan,49,La Vida Me Hizo Cabron,2019-12-27,0.788,0.889,11,-2.845,1,0.0547,0.0669,1.76e-06,0.244,0.797,142.959,203811,2019,12,27
RedRover,BONES,49,UnderTheWillowTree,2019-05-03,0.552,0.598,6,-9.529,0,0.0983,0.000423,0.139,0.0805,0.442,77.567,123625,2019,5,3
Love Bites,Def Leppard,49,Viva! Hysteria (Original Soundtrack),2013-10-22,0.346,0.828,10,-6.512,0,0.0388,0.00263,2.97e-05,0.893,0.252,131.297,368120,2013,10,22
Prometo Olvidarte,Tony Dize,49,Prometo Olvidarte,2013-10-25,0.806,0.837,1,-3.108,1,0.0458,0.142,0.0,0.137,0.78,106.019,240236,2013,10,25
Bak Pak,Lunchmoney,49,Bak Pak,2018-07-03,0.711,0.387,10,-14.536,0,0.231,0.937,0.842,0.116,0.598,79.027,85063,2018,7,3
Mosaic - Skit,Psalm Trees,49,Psalm Trees,2018-03-23,0.772,0.0383,10,-16.941,0,0.485,0.685,0.731,0.112,0.961,89.058,64719,2018,3,23
